Channel2,Gender,Race,Age,Age_Group,Province,Watch_Time,watch_time_classification,total_watch_time_hours,avg_watch_time_hours,viewing_date,Day,Date,Month,day_classification,viewing_segment_classification
CNN,male,black,29,3. Young Adult,Free State,0:05:53,2. Short_watch,0.098055,0.098055,10:00.0,Tue,8,Mar,Weekday,4. Afternoon
Africa Magic,male,coloured,35,3. Young Adult,Gauteng,0:01:24,1. Skim,0.023334,0.023334,29:00.0,Wed,17,Feb,Weekday,6. Evening_Peak
SawSee,male,black,28,3. Young Adult,Gauteng,0:04:58,1. Skim,0.082778,0.082778,38:00.0,Mon,28,Mar,Weekday,5. Evening
Channel O,male,black,32,3. Young Adult,Northern Cape,0:07:51,2. Short_watch,0.130834,0.130834,06:00.0,Tue,12,Jan,Weekday,6. Evening_Peak
SuperSport Blitz,male,white,21,3. Young Adult,Gauteng,0:00:00,1. Skim,0,0.00E+00,26:00.0,Wed,6,Jan,Weekday,6. Evening_Peak
SuperSport Blitz,male,white,21,3. Young Adult,Gauteng,0:01:34,1. Skim,0.026111,0.026111,59:00.0,Sat,5,Mar,Weekend,4. Afternoon
SuperSport Blitz,None,None,0,1. Children,None,0:01:04,1. Skim,0.017778,0.017778,38:00.0,Tue,29,Mar,Weekday,6. Evening_Peak
Channel O,male,black,25,3. Young Adult,Gauteng,0:00:21,1. Skim,0.005833,0.005833,40:00.0,Sun,31,Jan,Weekend,5. Evening
Cartoon Network,male,indian_asian,29,3. Young Adult,Kwazulu Natal,0:00:04,1. Skim,0.001111,0.001111,03:00.0,Tue,29,Mar,Weekday,6. Evening_Peak
SawSee,male,indian_asian,35,3. Young Adult,Gauteng,0:00:34,1. Skim,0.009444,0.009444,48:00.0,Sat,26,Mar,Weekend,6. Evening_Peak
Supersport Live Events,male,black,23,3. Young Adult,Limpopo,0:00:00,1. Skim,0,0.00E+00,12:00.0,Tue,8,Mar,Weekday,1. Graveyard
M-Net,male,black,37,4. Adult,North West,0:06:35,2. Short_watch,0.109722,0.109722,50:00.0,Sun,7,Feb,Weekend,3. Mid_Morning
SuperSport Blitz,male,black,42,4. Adult,Gauteng,0:02:30,1. Skim,0.041666,0.041666,21:00.0,Sun,14,Feb,Weekend,4. Afternoon
Africa Magic,male,black,39,4. Adult,Kwazulu Natal,0:04:18,1. Skim,0.071667,0.071667,08:00.0,Sun,6,Mar,Weekend,4. Afternoon
Supersport Live Events,male,black,40,4. Adult,Gauteng,0:01:22,1. Skim,0.022778,0.022778,30:00.0,Fri,22,Jan,Weekday,5. Evening
Supersport Live Events,male,black,35,3. Young Adult,Gauteng,0:17:46,3. Regular_watch,0.296111,0.296111,37:00.0,Tue,26,Jan,Weekday,2. Morning_Peak
Channel O,male,black,32,3. Young Adult,Mpumalanga,0:00:09,1. Skim,0.0025,0.0025,41:00.0,Wed,3,Feb,Weekday,4. Afternoon
Cartoon Network,male,white,27,3. Young Adult,Gauteng,0:25:42,3. Regular_watch,0.428334,0.428334,45:00.0,Tue,2,Feb,Weekday,6. Evening_Peak
Africa Magic,male,black,44,4. Adult,North West,0:06:17,2. Short_watch,0.104722,0.104722,08:00.0,Sun,21,Feb,Weekend,3. Mid_Morning
ICC Cricket World Cup 2011,male,indian_asian,26,3. Young Adult,Gauteng,1:27:00,4. Long_watch,1.45,1.45,49:00.0,Sun,20,Mar,Weekend,4. Afternoon
Supersport Live Events,male,white,21,3. Young Adult,Eastern Cape,0:33:06,3. Regular_watch,0.551667,0.551667,32:00.0,Fri,8,Jan,Weekday,5. Evening
ICC Cricket World Cup 2011,male,indian_asian,27,3. Young Adult,Limpopo,0:29:48,3. Regular_watch,0.496666,0.496666,59:00.0,Fri,26,Feb,Weekday,3. Mid_Morning
ICC Cricket World Cup 2011,male,indian_asian,27,3. Young Adult,Limpopo,0:53:08,3. Regular_watch,0.885555,0.885555,01:00.0,Fri,18,Mar,Weekday,4. Afternoon
Boomerang,male,indian_asian,41,4. Adult,Western Cape,0:00:21,1. Skim,0.005833,0.005833,27:00.0,Sat,19,Mar,Weekend,5. Evening
Cartoon Network,male,indian_asian,27,3. Young Adult,Limpopo,0:00:03,1. Skim,0.000833,0.000833,55:00.0,Sun,13,Mar,Weekend,6. Evening_Peak
CNN,male,indian_asian,27,3. Young Adult,Limpopo,0:02:08,1. Skim,0.035555,0.035555,18:00.0,Sun,21,Feb,Weekend,4. Afternoon
Channel O,male,white,35,3. Young Adult,Free State,0:06:21,2. Short_watch,0.105833,0.105833,54:00.0,Mon,14,Mar,Weekday,5. Evening
ICC Cricket World Cup 2011,female,black,35,3. Young Adult,Limpopo,0:02:52,1. Skim,0.047777,0.047777,35:00.0,Wed,24,Feb,Weekday,3. Mid_Morning
E! Entertainment,female,None,34,3. Young Adult,Gauteng,1:26:00,4. Long_watch,1.433333,1.433333,07:00.0,Fri,12,Feb,Weekday,6. Evening_Peak
Africa Magic,female,black,58,4. Adult,Gauteng,0:03:17,1. Skim,0.054722,0.054722,03:00.0,Tue,29,Mar,Weekday,6. Evening_Peak
ICC Cricket World Cup 2011,male,indian_asian,30,3. Young Adult,Gauteng,0:00:00,1. Skim,0,0.00E+00,36:00.0,Wed,23,Mar,Weekday,4. Afternoon
Boomerang,male,coloured,30,3. Young Adult,Eastern Cape,2:58:13,Binge,2.970278,2.970278,13:00.0,Mon,4,Jan,Weekday,1. Graveyard
Africa Magic,female,coloured,39,4. Adult,Western Cape,0:03:21,1. Skim,0.055833,0.055833,02:00.0,Fri,26,Feb,Weekday,5. Evening
Trace TV,male,black,27,3. Young Adult,Mpumalanga,0:06:36,2. Short_watch,0.11,0.11,34:00.0,Mon,28,Mar,Weekday,5. Evening
Trace TV,male,black,27,3. Young Adult,Mpumalanga,0:06:09,2. Short_watch,0.1025,0.1025,40:00.0,Sat,26,Mar,Weekend,5. Evening
Supersport Live Events,male,coloured,27,3. Young Adult,Western Cape,0:00:12,1. Skim,0.003333,0.003333,51:00.0,Tue,23,Feb,Weekday,6. Evening_Peak
Boomerang,male,white,26,3. Young Adult,North West,0:03:03,1. Skim,0.050833,0.050833,53:00.0,Sun,10,Jan,Weekend,4. Afternoon
Break in transmission,male,black,22,3. Young Adult,Gauteng,0:00:00,1. Skim,0,0.00E+00,08:00.0,Sat,27,Feb,Weekend,6. Evening_Peak
Africa Magic,male,black,43,4. Adult,Gauteng,0:10:11,2. Short_watch,0.169723,0.169723,06:00.0,Sat,19,Mar,Weekend,2. Morning_Peak
Trace TV,male,black,32,3. Young Adult,Gauteng,0:01:06,1. Skim,0.018334,0.018334,59:00.0,Mon,18,Jan,Weekday,5. Evening
Trace TV,male,coloured,32,3. Young Adult,Western Cape,0:00:00,1. Skim,0,0.00E+00,43:00.0,Sun,10,Jan,Weekend,1. Graveyard
Boomerang,male,indian_asian,28,3. Young Adult,Kwazulu Natal,0:03:40,1. Skim,0.061111,0.061111,43:00.0,Fri,18,Mar,Weekday,4. Afternoon
Supersport Live Events,male,white,45,4. Adult,North West,0:07:24,2. Short_watch,0.123334,0.123334,01:00.0,Fri,4,Mar,Weekday,5. Evening
Channel O,male,black,25,3. Young Adult,Kwazulu Natal,0:01:42,1. Skim,0.028334,0.028334,28:00.0,Thu,17,Mar,Weekday,4. Afternoon
SawSee,male,indian_asian,34,3. Young Adult,Mpumalanga,0:01:41,1. Skim,0.028056,0.028056,00:00.0,Mon,28,Mar,Weekday,5. Evening
E! Entertainment,male,indian_asian,44,4. Adult,Gauteng,0:01:06,1. Skim,0.018334,0.018334,53:00.0,Wed,30,Mar,Weekday,5. Evening
Supersport Live Events,male,white,26,3. Young Adult,Mpumalanga,1:31:14,4. Long_watch,1.520556,1.520556,11:00.0,Thu,21,Jan,Weekday,5. Evening
Channel O,female,indian_asian,14,2. Teen,Kwazulu Natal,0:46:57,3. Regular_watch,0.7825,0.7825,41:00.0,Sat,13,Feb,Weekend,3. Mid_Morning
SuperSport Live Events,female,indian_asian,14,2. Teen,Kwazulu Natal,0:00:30,1. Skim,0.008333,0.008333,20:00.0,Sat,13,Feb,Weekend,6. Evening_Peak
Cartoon Network,male,black,37,4. Adult,Gauteng,0:02:54,1. Skim,0.048333,0.048333,25:00.0,Fri,5,Feb,Weekday,5. Evening
Channel O,male,coloured,13,2. Teen,Free State,0:03:42,1. Skim,0.061667,0.061667,38:00.0,Mon,28,Mar,Weekday,4. Afternoon
Africa Magic,male,black,40,4. Adult,North West,0:01:11,1. Skim,0.019723,0.019723,48:00.0,Tue,16,Feb,Weekday,4. Afternoon
Supersport Live Events,male,black,50,4. Adult,Eastern Cape,0:01:14,1. Skim,0.020556,0.020556,58:00.0,Wed,16,Mar,Weekday,6. Evening_Peak
Channel O,male,black,29,3. Young Adult,Gauteng,0:01:42,1. Skim,0.028334,0.028334,18:00.0,Wed,23,Mar,Weekday,6. Evening_Peak
Channel O,male,black,24,3. Young Adult,Kwazulu Natal,0:02:06,1. Skim,0.035,0.035,00:00.0,Fri,18,Mar,Weekday,4. Afternoon
Cartoon Network,male,white,21,3. Young Adult,Mpumalanga,0:00:23,1. Skim,0.006389,0.006389,18:00.0,Wed,30,Mar,Weekday,4. Afternoon
Trace TV,male,black,24,3. Young Adult,Western Cape,0:01:30,1. Skim,0.025,0.025,32:00.0,Sun,21,Feb,Weekend,2. Morning_Peak
Trace TV,male,black,24,3. Young Adult,Western Cape,0:00:36,1. Skim,0.01,0.01,44:00.0,Tue,1,Mar,Weekday,2. Morning_Peak
ICC Cricket World Cup 2011,female,white,34,3. Young Adult,Gauteng,0:08:28,2. Short_watch,0.141111,0.141111,07:00.0,Wed,30,Mar,Weekday,4. Afternoon
ICC Cricket World Cup 2011,female,white,34,3. Young Adult,Gauteng,0:08:04,2. Short_watch,0.134444,0.134444,02:00.0,Wed,30,Mar,Weekday,4. Afternoon
Supersport Live Events,male,black,32,3. Young Adult,Kwazulu Natal,0:00:26,1. Skim,0.007222,0.007222,10:00.0,Wed,13,Jan,Weekday,3. Mid_Morning
Trace TV,male,white,19,2. Teen,Western Cape,0:00:00,1. Skim,0,0.00E+00,24:00.0,Sat,2,Jan,Weekend,4. Afternoon
Africa Magic,female,black,29,3. Young Adult,Kwazulu Natal,0:02:52,1. Skim,0.047777,0.047777,13:00.0,Tue,2,Feb,Weekday,5. Evening
ICC Cricket World Cup 2011,male,indian_asian,29,3. Young Adult,Mpumalanga,2:13:08,Binge,2.218889,2.218889,36:00.0,Tue,8,Mar,Weekday,4. Afternoon
Supersport Live Events,male,black,29,3. Young Adult,Mpumalanga,0:00:38,1. Skim,0.010556,0.010556,16:00.0,Sun,6,Mar,Weekend,4. Afternoon
ICC Cricket World Cup 2011,male,None,39,4. Adult,Western Cape,0:03:30,1. Skim,0.058333,0.058333,26:00.0,Tue,8,Mar,Weekday,5. Evening
CNN,male,black,56,4. Adult,Mpumalanga,0:08:29,2. Short_watch,0.141389,0.141389,07:00.0,Thu,31,Mar,Weekday,2. Morning_Peak
Cartoon Network,male,black,30,3. Young Adult,Gauteng,0:01:11,1. Skim,0.019723,0.019723,32:00.0,Mon,14,Mar,Weekday,6. Evening_Peak
Supersport Live Events,male,None,40,4. Adult,Free State,0:01:24,1. Skim,0.023334,0.023334,20:00.0,Fri,11,Mar,Weekday,2. Morning_Peak
Supersport Live Events,male,None,31,3. Young Adult,Western Cape,1:19:04,4. Long_watch,1.317778,1.317778,34:00.0,Tue,5,Jan,Weekday,6. Evening_Peak
Africa Magic,female,black,36,4. Adult,North West,0:22:34,3. Regular_watch,0.376111,0.376111,08:00.0,Sun,24,Jan,Weekend,1. Graveyard
CNN,male,black,32,3. Young Adult,Eastern Cape,0:00:00,1. Skim,0,0.00E+00,33:00.0,Tue,29,Mar,Weekday,2. Morning_Peak
Supersport Live Events,male,coloured,35,3. Young Adult,Western Cape,0:51:48,3. Regular_watch,0.863333,0.863333,16:00.0,Fri,11,Mar,Weekday,6. Evening_Peak
Channel O,male,black,30,3. Young Adult,Western Cape,0:03:42,1. Skim,0.061667,0.061667,30:00.0,Thu,4,Feb,Weekday,4. Afternoon
Boomerang,male,coloured,52,4. Adult,Western Cape,0:00:52,1. Skim,0.014444,0.014444,18:00.0,Mon,25,Jan,Weekday,3. Mid_Morning
Boomerang,female,black,35,3. Young Adult,Mpumalanga,0:02:07,1. Skim,0.035277,0.035277,35:00.0,Tue,22,Mar,Weekday,5. Evening
E! Entertainment,male,white,39,4. Adult,Gauteng,0:07:52,2. Short_watch,0.131111,0.131111,35:00.0,Tue,29,Mar,Weekday,5. Evening
Trace TV,female,black,35,3. Young Adult,Kwazulu Natal,0:48:15,3. Regular_watch,0.804167,0.804167,19:00.0,Mon,18,Jan,Weekday,2. Morning_Peak
Channel O,male,black,24,3. Young Adult,Mpumalanga,0:03:27,1. Skim,0.0575,0.0575,49:00.0,Fri,5,Feb,Weekday,3. Mid_Morning
Trace TV,female,black,36,4. Adult,Western Cape,0:00:15,1. Skim,0.004167,0.004167,00:00.0,Sun,6,Mar,Weekend,1. Graveyard
Supersport Live Events,male,black,28,3. Young Adult,Gauteng,0:00:22,1. Skim,0.006111,0.006111,41:00.0,Sun,6,Mar,Weekend,5. Evening
ICC Cricket World Cup 2011,male,coloured,26,3. Young Adult,Northern Cape,0:00:00,1. Skim,0,0.00E+00,06:00.0,Sun,6,Mar,Weekend,4. Afternoon
SuperSport Live Events,male,white,35,3. Young Adult,Gauteng,0:00:46,1. Skim,0.012778,0.012778,00:00.0,Thu,17,Mar,Weekday,3. Mid_Morning
ICC Cricket World Cup 2011,male,coloured,29,3. Young Adult,Northern Cape,0:00:10,1. Skim,0.002778,0.002778,24:00.0,Thu,3,Mar,Weekday,3. Mid_Morning
Boomerang,female,black,47,4. Adult,Gauteng,0:03:10,1. Skim,0.052778,0.052778,31:00.0,Sat,19,Mar,Weekend,5. Evening
Supersport Live Events,male,black,24,3. Young Adult,Western Cape,0:10:16,2. Short_watch,0.171111,0.171111,26:00.0,Sun,14,Feb,Weekend,6. Evening_Peak
Sawsee,male,black,32,3. Young Adult,Kwazulu Natal,0:00:00,1. Skim,0,0.00E+00,06:00.0,Mon,8,Feb,Weekday,2. Morning_Peak
Boomerang,female,None,26,3. Young Adult,Gauteng,0:00:11,1. Skim,0.003056,0.003056,21:00.0,Tue,8,Mar,Weekday,1. Graveyard
E! Entertainment,female,None,26,3. Young Adult,Gauteng,0:00:12,1. Skim,0.003333,0.003333,04:00.0,Sun,7,Feb,Weekend,3. Mid_Morning
CNN,female,None,26,3. Young Adult,Gauteng,0:00:17,1. Skim,0.004722,0.004722,20:00.0,Mon,4,Jan,Weekday,5. Evening
ICC Cricket World Cup 2011,male,black,41,4. Adult,Mpumalanga,0:09:40,2. Short_watch,0.161111,0.161111,00:00.0,Sun,6,Mar,Weekend,3. Mid_Morning
Channel O,female,coloured,41,4. Adult,Gauteng,0:02:48,1. Skim,0.046666,0.046666,27:00.0,Thu,18,Feb,Weekday,3. Mid_Morning
Channel O,male,white,26,3. Young Adult,Limpopo,0:15:57,3. Regular_watch,0.265833,0.265833,31:00.0,Mon,28,Mar,Weekday,1. Graveyard
E! Entertainment,female,indian_asian,33,3. Young Adult,Kwazulu Natal,0:13:24,2. Short_watch,0.223334,0.223334,28:00.0,Sat,30,Jan,Weekend,4. Afternoon
Channel O,male,coloured,36,4. Adult,Western Cape,0:01:39,1. Skim,0.0275,0.0275,00:00.0,Wed,30,Mar,Weekday,6. Evening_Peak
ICC Cricket World Cup 2011,male,coloured,36,4. Adult,Western Cape,0:03:20,1. Skim,0.055556,0.055556,39:00.0,Tue,29,Mar,Weekday,5. Evening
ICC Cricket World Cup 2011,male,indian_asian,26,3. Young Adult,Limpopo,0:10:24,2. Short_watch,0.173334,0.173334,12:00.0,Fri,11,Mar,Weekday,4. Afternoon
Supersport Live Events,male,black,43,4. Adult,Eastern Cape,0:00:00,1. Skim,0,0.00E+00,57:00.0,Tue,22,Mar,Weekday,2. Morning_Peak
Supersport Live Events,male,black,38,4. Adult,Gauteng,0:00:28,1. Skim,0.007778,0.007778,18:00.0,Tue,2,Feb,Weekday,1. Graveyard
ICC Cricket World Cup 2011,male,indian_asian,24,3. Young Adult,Limpopo,0:08:46,2. Short_watch,0.146111,0.146111,45:00.0,Wed,30,Mar,Weekday,4. Afternoon
Africa Magic,male,black,40,4. Adult,Eastern Cape,0:01:03,1. Skim,0.0175,0.0175,07:00.0,Fri,19,Feb,Weekday,5. Evening
Break in transmission,None,None,0,1. Children,None,0:00:34,1. Skim,0.009444,0.009444,03:00.0,Mon,15,Feb,Weekday,2. Morning_Peak
SawSee,None,None,0,1. Children,None,0:02:06,1. Skim,0.035,0.035,39:00.0,Tue,1,Mar,Weekday,6. Evening_Peak
ICC Cricket World Cup 2011,male,white,35,3. Young Adult,Gauteng,0:02:34,1. Skim,0.042777,0.042777,50:00.0,Wed,24,Feb,Weekday,5. Evening
ICC Cricket World Cup 2011,male,indian_asian,21,3. Young Adult,Mpumalanga,0:00:36,1. Skim,0.01,0.01,06:00.0,Sun,20,Mar,Weekend,4. Afternoon
Supersport Live Events,male,coloured,26,3. Young Adult,Western Cape,0:00:00,1. Skim,0,0.00E+00,08:00.0,Tue,2,Feb,Weekday,3. Mid_Morning
Boomerang,male,black,27,3. Young Adult,Mpumalanga,0:03:19,1. Skim,0.055278,0.055278,40:00.0,Tue,2,Feb,Weekday,6. Evening_Peak
SuperSport Blitz,male,indian_asian,30,3. Young Adult,Limpopo,0:35:06,3. Regular_watch,0.585,0.585,50:00.0,Sun,7,Feb,Weekend,2. Morning_Peak
Supersport Live Events,male,None,33,3. Young Adult,Kwazulu Natal,0:00:40,1. Skim,0.011111,0.011111,59:00.0,Sun,20,Mar,Weekend,5. Evening
Channel O,male,black,22,3. Young Adult,Gauteng,0:00:24,1. Skim,0.006667,0.006667,13:00.0,Thu,31,Mar,Weekday,6. Evening_Peak
ICC Cricket World Cup 2011,male,indian_asian,29,3. Young Adult,Gauteng,0:09:54,2. Short_watch,0.165,0.165,36:00.0,Wed,30,Mar,Weekday,3. Mid_Morning
Africa Magic,male,coloured,41,4. Adult,Gauteng,0:31:59,3. Regular_watch,0.533056,0.533056,52:00.0,Fri,25,Mar,Weekday,2. Morning_Peak
Trace TV,male,black,22,3. Young Adult,Mpumalanga,0:33:57,3. Regular_watch,0.565833,0.565833,07:00.0,Wed,23,Mar,Weekday,5. Evening
Cartoon Network,female,white,27,3. Young Adult,Gauteng,0:00:20,1. Skim,0.005556,0.005556,16:00.0,Sun,6,Mar,Weekend,6. Evening_Peak
CNN,male,None,26,3. Young Adult,Gauteng,0:01:08,1. Skim,0.018889,0.018889,31:00.0,Sun,6,Mar,Weekend,5. Evening
Supersport Live Events,male,coloured,29,3. Young Adult,Kwazulu Natal,0:01:04,1. Skim,0.017778,0.017778,04:00.0,Sun,24,Jan,Weekend,6. Evening_Peak
Channel O,male,black,29,3. Young Adult,Kwazulu Natal,0:05:30,2. Short_watch,0.091666,0.091666,13:00.0,Fri,1,Jan,Weekday,3. Mid_Morning
SuperSport Blitz,male,None,33,3. Young Adult,Mpumalanga,0:00:52,1. Skim,0.014444,0.014444,50:00.0,Thu,14,Jan,Weekday,5. Evening
Trace TV,male,white,24,3. Young Adult,Mpumalanga,0:09:03,2. Short_watch,0.150833,0.150833,27:00.0,Mon,14,Mar,Weekday,4. Afternoon
Channel O,None,None,0,1. Children,None,0:28:48,3. Regular_watch,0.48,0.48,11:00.0,Tue,12,Jan,Weekday,3. Mid_Morning
Cartoon Network,male,indian_asian,51,4. Adult,Kwazulu Natal,0:00:00,1. Skim,0,0.00E+00,31:00.0,Sun,27,Mar,Weekend,6. Evening_Peak
CNN,male,white,40,4. Adult,Limpopo,0:00:15,1. Skim,0.004167,0.004167,06:00.0,Fri,15,Jan,Weekday,3. Mid_Morning
ICC Cricket World Cup 2011,male,indian_asian,31,3. Young Adult,Kwazulu Natal,0:14:52,2. Short_watch,0.247777,0.247777,28:00.0,Sat,12,Mar,Weekend,4. Afternoon
Trace TV,male,black,20,3. Young Adult,Gauteng,0:32:45,3. Regular_watch,0.545833,0.545833,51:00.0,Thu,31,Mar,Weekday,4. Afternoon
M-Net,male,black,52,4. Adult,Gauteng,0:00:04,1. Skim,0.001111,0.001111,50:00.0,Thu,14,Jan,Weekday,3. Mid_Morning
SawSee,male,coloured,38,4. Adult,Western Cape,0:00:13,1. Skim,0.003611,0.003611,19:00.0,Sun,6,Mar,Weekend,4. Afternoon
Trace TV,female,white,24,3. Young Adult,Western Cape,0:00:12,1. Skim,0.003333,0.003333,54:00.0,Mon,22,Feb,Weekday,4. Afternoon
Trace TV,male,black,44,4. Adult,Gauteng,0:00:00,1. Skim,0,0.00E+00,23:00.0,Mon,28,Mar,Weekday,5. Evening
Cartoon Network,male,black,33,3. Young Adult,Gauteng,0:02:35,1. Skim,0.043055,0.043055,40:00.0,Sun,14,Feb,Weekend,4. Afternoon
CNN,male,white,45,4. Adult,Kwazulu Natal,0:00:00,1. Skim,0,0.00E+00,07:00.0,Wed,10,Feb,Weekday,3. Mid_Morning
Cartoon Network,male,white,9,1. Children,Kwazulu Natal,0:01:08,1. Skim,0.018889,0.018889,18:00.0,Sun,20,Mar,Weekend,2. Morning_Peak
CNN,male,coloured,56,4. Adult,Eastern Cape,0:00:35,1. Skim,0.009722,0.009722,40:00.0,Sat,9,Jan,Weekend,4. Afternoon
CNN,male,black,34,3. Young Adult,Gauteng,0:25:20,3. Regular_watch,0.422223,0.422223,49:00.0,Sun,13,Mar,Weekend,5. Evening
CNN,male,black,34,3. Young Adult,Gauteng,0:00:00,1. Skim,0,0.00E+00,25:00.0,Mon,14,Mar,Weekday,6. Evening_Peak
SuperSport Blitz,male,black,67,5. Senior,Eastern Cape,0:47:00,3. Regular_watch,0.783333,0.783333,11:00.0,Thu,21,Jan,Weekday,5. Evening
Africa Magic,male,black,32,3. Young Adult,Free State,0:00:02,1. Skim,0.000556,0.000556,40:00.0,Mon,11,Jan,Weekday,3. Mid_Morning
Africa Magic,female,None,46,4. Adult,Western Cape,0:03:38,1. Skim,0.060556,0.060556,35:00.0,Thu,4,Feb,Weekday,3. Mid_Morning
Supersport Live Events,male,indian_asian,30,3. Young Adult,Western Cape,0:07:02,2. Short_watch,0.117223,0.117223,04:00.0,Fri,19,Feb,Weekday,3. Mid_Morning
Boomerang,male,black,33,3. Young Adult,Gauteng,0:17:38,3. Regular_watch,0.293889,0.293889,04:00.0,Sat,23,Jan,Weekend,5. Evening
Supersport Live Events,male,black,33,3. Young Adult,Gauteng,0:00:42,1. Skim,0.011667,0.011667,16:00.0,Sun,20,Mar,Weekend,5. Evening
Trace TV,male,coloured,34,3. Young Adult,Western Cape,0:01:45,1. Skim,0.029167,0.029167,43:00.0,Fri,15,Jan,Weekday,5. Evening
CNN,male,black,46,4. Adult,Gauteng,0:10:36,2. Short_watch,0.176667,0.176667,53:00.0,Mon,18,Jan,Weekday,2. Morning_Peak
Supersport Live Events,male,black,46,4. Adult,Gauteng,0:03:04,1. Skim,0.051111,0.051111,31:00.0,Mon,18,Jan,Weekday,5. Evening
Supersport Live Events,male,indian_asian,33,3. Young Adult,Eastern Cape,2:08:20,Binge,2.138889,2.138889,20:00.0,Thu,24,Mar,Weekday,3. Mid_Morning
Trace TV,male,coloured,31,3. Young Adult,Western Cape,0:00:12,1. Skim,0.003333,0.003333,05:00.0,Fri,18,Mar,Weekday,6. Evening_Peak
ICC Cricket World Cup 2011,male,indian_asian,30,3. Young Adult,Gauteng,0:00:40,1. Skim,0.011111,0.011111,34:00.0,Wed,23,Mar,Weekday,4. Afternoon
CNN,male,black,29,3. Young Adult,Gauteng,0:00:12,1. Skim,0.003333,0.003333,57:00.0,Thu,31,Mar,Weekday,4. Afternoon
Africa Magic,male,None,39,4. Adult,Mpumalanga,0:00:23,1. Skim,0.006389,0.006389,36:00.0,Fri,26,Feb,Weekday,1. Graveyard
Africa Magic,male,None,39,4. Adult,Mpumalanga,0:00:22,1. Skim,0.006111,0.006111,31:00.0,Thu,3,Mar,Weekday,6. Evening_Peak
Channel O,male,black,15,2. Teen,Kwazulu Natal,0:08:06,2. Short_watch,0.135,0.135,13:00.0,Thu,18,Feb,Weekday,6. Evening_Peak
Channel O,male,black,25,3. Young Adult,Gauteng,0:01:33,1. Skim,0.025834,0.025834,03:00.0,Thu,14,Jan,Weekday,5. Evening
Cartoon Network,female,black,27,3. Young Adult,Kwazulu Natal,0:00:49,1. Skim,0.013611,0.013611,13:00.0,Sun,27,Mar,Weekend,6. Evening_Peak
Supersport Live Events,male,black,49,4. Adult,Kwazulu Natal,0:04:04,1. Skim,0.067778,0.067778,50:00.0,Sun,13,Mar,Weekend,5. Evening
SuperSport Blitz,male,white,22,3. Young Adult,Gauteng,0:52:36,3. Regular_watch,0.876667,0.876667,28:00.0,Sat,19,Mar,Weekend,4. Afternoon
Supersport Live Events,male,indian_asian,28,3. Young Adult,Limpopo,0:35:32,3. Regular_watch,0.592222,0.592222,03:00.0,Thu,24,Mar,Weekday,4. Afternoon
Supersport Live Events,male,indian_asian,30,3. Young Adult,Gauteng,0:00:42,1. Skim,0.011667,0.011667,37:00.0,Thu,24,Mar,Weekday,2. Morning_Peak
Supersport Live Events,male,coloured,30,3. Young Adult,Western Cape,0:01:32,1. Skim,0.025556,0.025556,36:00.0,Sat,19,Mar,Weekend,6. Evening_Peak
Trace TV,male,coloured,24,3. Young Adult,Western Cape,1:07:57,4. Long_watch,1.1325,1.1325,27:00.0,Sun,20,Mar,Weekend,4. Afternoon
M-Net,male,coloured,39,4. Adult,Northern Cape,0:00:13,1. Skim,0.003611,0.003611,52:00.0,Fri,5,Feb,Weekday,4. Afternoon
Africa Magic,male,black,23,3. Young Adult,Limpopo,0:00:11,1. Skim,0.003056,0.003056,24:00.0,Tue,16,Feb,Weekday,5. Evening
ICC Cricket World Cup 2011,male,indian_asian,9,1. Children,Eastern Cape,0:28:02,3. Regular_watch,0.467223,0.467223,20:00.0,Fri,18,Mar,Weekday,4. Afternoon
Trace TV,male,black,21,3. Young Adult,Gauteng,0:27:24,3. Regular_watch,0.456667,0.456667,58:00.0,Wed,6,Jan,Weekday,3. Mid_Morning
Trace TV,male,coloured,39,4. Adult,Western Cape,0:00:27,1. Skim,0.0075,0.0075,26:00.0,Sun,10,Jan,Weekend,6. Evening_Peak
Africa Magic,female,black,29,3. Young Adult,Gauteng,0:08:41,2. Short_watch,0.144722,0.144722,06:00.0,Sun,31,Jan,Weekend,1. Graveyard
SuperSport Blitz,male,indian_asian,32,3. Young Adult,Limpopo,0:01:32,1. Skim,0.025556,0.025556,21:00.0,Sun,13,Mar,Weekend,3. Mid_Morning
Cartoon Network,male,white,38,4. Adult,Gauteng,0:00:47,1. Skim,0.013056,0.013056,46:00.0,Sat,26,Mar,Weekend,2. Morning_Peak
Cartoon Network,male,coloured,27,3. Young Adult,Gauteng,0:05:31,2. Short_watch,0.091944,0.091944,37:00.0,Wed,6,Jan,Weekday,3. Mid_Morning
Channel O,male,black,18,2. Teen,Gauteng,0:00:45,1. Skim,0.0125,0.0125,25:00.0,Wed,27,Jan,Weekday,5. Evening
ICC Cricket World Cup 2011,male,None,51,4. Adult,Gauteng,0:14:06,2. Short_watch,0.235,0.235,37:00.0,Thu,3,Mar,Weekday,3. Mid_Morning
E! Entertainment,male,white,34,3. Young Adult,Gauteng,0:01:20,1. Skim,0.022223,0.022223,30:00.0,Sun,14,Feb,Weekend,5. Evening
Boomerang,male,coloured,25,3. Young Adult,Western Cape,0:05:25,2. Short_watch,0.090277,0.090277,12:00.0,Sat,12,Mar,Weekend,4. Afternoon
Cartoon Network,male,None,17,2. Teen,Gauteng,0:30:06,3. Regular_watch,0.501667,0.501667,28:00.0,Wed,9,Mar,Weekday,5. Evening
